BBL,Year,Zip,count,Zop
3032550035,21,11221,6,11221
3032550036,18,11221,1,11221
3032560008,19,11221,1,11221
3032560008,21,11221,1,11221
3032560030,19,11221,1,11221
3032560030,21,11221,2,11221
3032570004,10,11237,2,11237
3032570004,12,11237,2,11237
3032570005,15,11237,1,11237
3032570005,16,11237,1,11237
3032570005,21,11237,2,11237
3032570012,21,11237,1,11237
3032570020,20,11237,1,11237
3032570021,19,11237,1,11237
3032570021,20,11237,1,11237
3032570034,14,11237,1,11237
3032570038,21,11237,1,11237
3032570039,10,11237,1,11237
3032570039,14,11237,3,11237
3032570039,20,11237,2,11237
3032570040,14,11237,1,11237
3032570040,16,11237,1,11237
3032570040,20,11237,8,11237
3032570040,21,11237,2,11237
3032570041,13,11237,1,11237
3032570041,18,11237,1,11237
3032570041,20,11237,2,11237
3032570042,13,11237,1,11237
3032570042,20,11237,3,11237
3032570043,19,11221,2,11221
3032570043,19,11237,5,11237
3032570043,20,11237,3,11237
3032570044,16,11237,2,11237
3032570044,20,11237,5,11237
3032570045,20,11237,4,11237
3032570046,15,11237,3,11237
3032570046,20,11237,2,11237
3032570047,20,11237,2,11237
3032570048,20,11237,2,11237
3032580001,21,11237,1,11237
3032580008,14,11237,1,11237
3032580011,12,11237,2,11237
3032580016,15,11237,1,11237
3032580016,17,11237,1,11237
3032580019,20,11237,1,11237
3032580024,17,11237,1,11237
3032580025,18,11237,1,11237
3032580026,16,11237,3,11237
3032580026,18,11237,1,11237
3032580026,20,11237,1,11237
3032580027,14,11237,1,11237
3032580027,16,11237,2,11237
3032580031,18,11237,1,11237
3032580032,21,11237,7,11237
3032580041,12,11237,2,11237
3032580041,19,11237,1,11237
3032580044,11,11237,1,11237
3032580044,14,11237,7,11237
3032580044,15,11237,4,11237
3032580046,10,11237,1,11237
3032580046,11,11237,1,11237
3032580046,19,11237,1,11237
3032580049,10,11237,2,11237
3032580049,15,11237,2,11237
3032580049,18,11237,1,11237
3032580049,21,11237,3,11237
3032580050,18,11237,1,11237
3032580050,19,11237,1,11237
3032580050,21,11237,1,11237
3032580052,16,11237,1,11237
3032580052,18,11237,2,11237
3032580052,21,11237,1,11237
3032580053,21,11237,1,11237
3032580054,16,11237,1,11237
3032580055,14,11237,1,11237
3032580055,17,11237,2,11237
3032580055,20,11237,1,11237
3032580055,21,11237,1,11237
3032590017,13,11237,1,11237
3032590026,18,11237,4,11237
3032590026,19,11237,1,11237
3032590026,21,11237,4,11237
3032590043,21,11237,1,11237
3032590045,11,11237,2,11237
3032590048,21,11237,1,11237
3032590051,17,11237,1,11237
3032590052,20,11237,1,11237
3032600001,11,11237,1,11237
3032600001,16,11237,1,11237
3032600001,21,11237,1,11237
3032610002,12,11237,1,11237
3032610004,11,11237,1,11237
3032610031,12,11237,1,11237
3032630002,14,11221,1,11221
3032630002,20,11221,1,11221
3032630031,20,11221,1,11221
3032630035,19,11221,1,11221
3032630035,20,11221,1,11221
3032630044,21,11221,1,11221
3032640007,11,11221,1,11221
3032640007,16,11221,1,11221
3032640008,16,11221,1,11221
3032640010,11,11221,1,11221
3032640013,13,11221,1,11221
3032640013,16,11221,1,11221
3032640014,20,11221,1,11221
3032640014,21,11221,2,11221
3032640017,20,11221,1,11221
3032640017,21,11221,1,11221
3032640018,21,11221,1,11221
3032640028,13,11221,2,11221
3032640028,19,11221,1,11221
3032640028,20,11221,1,11221
3032640029,14,11221,1,11221
3032640031,12,11221,1,11221
3032640123,21,11221,1,11221
3032650001,20,11221,1,11221
3032650007,19,11221,2,11221
3032650014,13,11221,5,11221
3032650014,17,11221,1,11221
3032650014,20,11221,2,11221
3032650032,16,11221,1,11221
3032650040,12,11221,1,11221
3032650041,21,11221,1,11221
3032650045,18,11221,1,11221
3032650046,19,11221,1,11221
3032650056,12,11221,1,11221
3032650056,21,11221,1,11221
3032650057,12,11221,1,11221
3032650060,12,11221,1,11221
3032650064,10,11221,1,11221
3032650069,11,11221,1,11221
3032650070,21,11221,1,11221
3032660004,10,11221,1,11221
3032660005,10,11221,1,11221
3032660026,17,11221,1,11221
3032660027,16,11221,1,11221
3032660027,17,11221,1,11221
3032660028,17,11221,1,11221
3032660030,16,11221,1,11221
3032660035,16,11221,1,11221
3032660035,21,11221,1,11221
3032660104,10,11221,1,11221
3032660104,18,11221,1,11221
3032680016,16,11237,1,11237
3032680016,21,11237,1,11237
3032680018,21,11237,2,11237
3032680024,11,11237,1,11237
3032680045,18,11237,1,11237
3032680046,14,11237,1,11237
3032680046,15,11237,1,11237
3032680047,15,11237,5,11237
3032680049,15,11237,2,11237
3032680049,20,11237,1,11237
3032680050,18,11237,1,11237
3032680052,15,11237,1,11237
3032680052,16,11237,1,11237
3032690013,21,11237,1,11237
3032690018,21,11237,4,11237
3032690025,11,11237,1,11237
3032690025,19,11237,1,11237
3032690026,12,11237,4,11237
3032690026,21,11237,1,11237
3032690031,21,11237,3,11237
3032690035,21,11237,2,11237
3032690038,21,11237,2,11237
3032690040,13,11237,6,11237
3032690040,14,11237,3,11237
3032690042,20,11237,2,11237
3032690045,14,11237,1,11237
3032690047,11,11237,5,11237
3032690047,17,11237,1,11237
3032690047,20,11237,2,11237
3032690050,21,11237,3,11237
3032690055,12,11237,1,11237
3032697501,21,11237,1,11237
3032700003,12,11237,1,11237
3032700008,21,11237,4,11237
3032700013,17,11237,1,11237
3032700013,20,11237,1,11237
3032700014,17,11237,1,11237
3032700014,19,11237,2,11237
3032700015,19,11237,1,11237
3032700015,21,11237,3,11237
3032700016,16,11237,1,11237
3032700016,17,11237,1,11237
3032700016,20,11237,1,11237
3032700019,15,11237,1,11237
3032700028,20,11237,1,11237
3032700035,15,11237,2,11237
3032700035,19,11237,1,11237
3032700035,20,11237,1,11237
3032700037,10,11237,1,11237
3032700041,16,11237,1,11237
3032700041,17,11237,1,11237
3032700041,18,11237,1,11237
3032700041,20,11237,1,11237
3032700054,10,11237,2,11237
3032710002,15,11237,2,11237
3032710003,10,11237,2,11237
3032710003,11,11237,1,11237
3032710006,15,11237,2,11237
3032710006,17,11237,2,11237
3032710008,13,11237,1,11237
3032710012,10,11237,1,11237
3032710012,11,11237,2,11237
3032710012,12,11237,1,11237
3032710012,13,11237,3,11237
3032710012,14,11237,1,11237
3032710012,16,11237,1,11237
3032710043,12,11237,1,11237
3032720004,10,11237,2,11237
3032720008,21,11237,1,11237
3032720010,10,11237,1,11237
3032720018,14,11237,1,11237
3032720018,15,11237,1,11237
3032720031,21,11237,1,11237
3032720033,19,11237,1,11237
3032720034,21,11237,1,11237
3032720038,20,11237,1,11237
3032730012,20,11221,1,11221
3032730012,21,11221,1,11221
3032730017,16,11221,1,11221
3032730020,11,11221,1,11221
3032730020,19,11221,1,11221
3032730020,20,11221,1,11221
3032730020,21,11221,1,11221
3032730024,21,11221,2,11221
3032730038,16,11221,1,11221
3032730049,13,11221,1,11221
3032730054,20,11221,1,11221
3032730058,19,11221,1,11221
3032730059,19,11221,2,11221
3032730060,19,11221,1,11221
3032730061,10,11221,2,11221
3032730061,20,11221,1,11221
3032730061,21,11221,1,11221
3032730062,20,11221,1,11221
3032740001,16,11221,1,11221
3032740001,17,11221,1,11221
3032750016,21,11221,1,11221
3032750022,17,11221,1,11221
3032750022,20,11221,1,11221
3032750023,20,11221,1,11221
3032750034,11,11221,1,11221
3032750040,16,11221,1,11221
3032750042,21,11221,1,11221
3032750047,20,11221,1,11221
3032750068,14,11221,1,11221
3032750070,21,11221,1,11221
3032750079,11,11221,1,11221
3032750081,10,11221,5,11221
3032750089,10,11221,1,11221
3032760001,19,11221,3,11221
3032760001,20,11221,2,11221
3032760001,21,11221,1,11221
3032760030,16,11237,1,11237
3032760039,10,11221,1,11221
3032760039,11,11221,1,11221
3032760039,19,11221,1,11221
3032760041,13,11221,1,11221
3032760044,12,11221,1,11221
3032760045,17,11221,3,11221
3032760046,13,11221,1,11221
3032780005,15,11237,1,11237
3032780005,20,11237,4,11237
3032780008,15,11237,7,11237
3032780008,21,11237,1,11237
3032780017,10,11237,1,11237
3032780017,11,11237,1,11237
3032780017,13,11237,1,11237
3032780017,15,11237,1,11237
3032780017,16,11237,2,11237
3032780017,19,11237,1,11237
3032780017,20,11237,2,11237
3032780018,15,11237,1,11237
3032780018,16,11237,1,11237
3032780018,17,11237,1,11237
3032780018,21,11237,1,11237
3032780019,17,11237,1,11237
3032780020,15,11237,1,11237
3032780020,16,11237,1,11237
3032780022,15,11237,3,11237
3032780022,20,11237,2,11237
3032780037,13,11237,1,11237
3032780037,20,11237,1,11237
3032780038,14,11237,2,11237
3032780038,16,11237,1,11237
3032780040,11,11237,1,11237
3032787501,14,11237,1,11237
3032790010,19,11237,1,11237
3032790010,20,11237,3,11237
3032790010,21,11237,1,11237
3032790015,10,11237,1,11237
3032790015,12,11237,2,11237
3032790018,20,11237,1,11237
3032790021,12,11237,1,11237
3032790022,18,11237,1,11237
3032790024,16,11237,1,11237
3032790026,18,11237,1,11237
3032790030,14,11237,1,11237
3032790030,20,11237,1,11237
3032790031,19,11237,1,11237
3032790033,19,11237,1,11237
3032790036,11,11237,1,11237
3032790038,11,11237,1,11237
3032790038,19,11237,2,11237
3032790038,20,11237,1,11237
3032790039,19,11237,1,11237
3032790040,20,11237,1,11237
3032790040,21,11237,1,11237
3032790041,14,11237,1,11237
3032790041,17,11237,1,11237
3032790041,18,11237,13,11237
3032790041,19,11237,6,11237
3032790041,20,11237,3,11237
3032790041,21,11237,2,11237
3032790042,20,11237,1,11237
3032790043,21,11237,1,11237
3032790044,12,11237,2,11237
3032790044,14,11237,2,11237
3032790045,18,11237,1,11237
3032790045,21,11237,2,11237
3032790046,21,11237,3,11237
3032790048,16,11237,1,11237
3032790049,12,11237,2,11237
3032790050,13,11237,1,11237
3032790050,21,11237,2,11237
3032790052,14,11237,5,11237
3032790052,15,11237,1,11237
3032790052,21,11237,1,11237
3032790054,12,11237,1,11237
3032790054,20,11237,1,11237
3032790055,15,11237,2,11237
3032800004,12,11237,1,11237
3032800021,15,11237,1,11237
3032800035,10,11237,1,11237
3032800036,18,11237,1,11237
3032800036,20,11237,1,11237
3032800044,19,11237,2,11237
3032810003,20,11237,1,11237
3032810012,20,11237,1,11237
3032810015,10,11237,1,11237
3032810015,11,11237,1,11237
3032810015,13,11237,2,11237
3032810015,15,11237,1,11237
3032810015,17,11237,1,11237
3032810037,21,11237,1,11237
3032820015,15,11237,1,11237
3032820019,19,11237,1,11237
3032820020,19,11237,1,11237
3032820024,15,11237,1,11237
3032820043,12,11237,2,11237
3032820043,15,11237,1,11237
3032820044,12,11237,1,11237
3032830006,20,11221,1,11221
3032830009,13,11221,1,11221
3032830009,20,11221,1,11221
3032830011,19,11221,1,11221
3032830017,17,11221,1,11221
3032830017,19,11221,1,11221
3032830019,20,11221,1,11221
3032830020,19,11221,1,11221
3032830021,20,11221,1,11221
3032830023,12,11221,2,11221
3032830023,16,11221,2,11221
3032830023,19,11221,1,11221
3032830023,21,11221,1,11221
3032830040,15,11221,1,11221
3032830053,17,11221,1,11221
3032830057,11,11221,2,11221
3032830057,12,11221,2,11221
3032837501,15,11221,1,11221
3032840002,10,11221,1,11221
3032840005,12,11221,1,11221
3032840007,12,11221,1,11221
3032840007,15,11221,1,11221
3032840012,18,11221,1,11221
3032840015,14,11221,1,11221
3032840015,16,11221,1,11221
3032840018,16,11221,1,11221
3032840021,16,11221,1,11221
3032840022,10,11221,1,11221
3032840022,12,11221,1,11221
3032840024,16,11221,1,11221
3032840026,17,11221,2,11221
3032840038,15,11221,1,11221
3032850006,17,11221,1,11221
3032850010,15,11221,1,11221
3032850037,17,11221,1,11221
3032850065,13,11221,1,11221
3032850065,14,11221,1,11221
3032850065,16,11221,1,11221
3032850065,17,11221,1,11221
3032850065,18,11221,2,11221
3032850082,15,11221,2,11221
3032850083,15,11221,1,11221
3032850086,12,11221,2,11221
3032850087,19,11221,1,11221
3032860021,11,11221,1,11221
3032860021,17,11221,4,11221
3032860021,18,11221,4,11221
3032860021,19,11221,1,11221
3032860021,20,11221,1,11221
3032870021,17,11237,1,11237
3032870030,14,11237,1,11237
3032870037,17,11237,1,11237
3032870037,19,11237,1,11237
3032870038,10,11237,1,11237
3032880009,19,11237,1,11237
3032880009,21,11237,1,11237
3032880019,15,11237,3,11237
3032890009,19,11237,1,11237
3032890010,10,11237,1,11237
3032890010,19,11237,4,11237
3032890011,11,11237,1,11237
3032890011,20,11237,1,11237
3032890012,10,11237,2,11237
3032890012,11,11237,1,11237
3032890012,13,11237,1,11237
3032890012,14,11237,4,11237
3032890012,21,11237,3,11237
3032890016,16,11237,3,11237
3032890020,18,11237,3,11237
3032890020,20,11237,1,11237
3032890021,15,11237,1,11237
3032890023,15,11237,2,11237
3032890027,21,11237,1,11237
3032890033,14,11237,1,11237
3032890033,20,11237,1,11237
3032890034,14,11237,1,11237
3032890035,12,11237,1,11237
3032890035,21,11237,1,11237
3032890037,20,11237,1,11237
3032890040,16,11237,1,11237
3032890041,16,11237,1,11237
3032890041,21,11237,2,11237
3032890042,10,11237,2,11237
3032890046,12,11237,1,11237
3032890051,10,11237,1,11237
3032890052,21,11237,4,11237
3032890054,15,11237,3,11237
3032890054,19,11237,1,11237
3032890054,21,11237,1,11237
3032890058,21,11237,1,11237
3032890114,14,11237,2,11237
3032900002,20,11237,4,11237
3032900003,20,11237,1,11237
3032900004,14,11237,2,11237
3032900004,15,11237,1,11237
3032900004,20,11237,1,11237
3032900006,14,11237,1,11237
3032900007,15,11237,1,11237
3032900018,21,11237,1,11237
3032900019,21,11237,3,11237
3032900026,14,11237,1,11237
3032900026,17,11237,1,11237
3032900028,15,11237,2,11237
3032900030,12,11237,1,11237
3032900032,20,11237,1,11237
3032900034,20,11237,1,11237
3032900036,20,11237,1,11237
3032900038,16,11237,1,11237
3032900038,18,11237,1,11237
3032900039,10,11237,1,11237
3032900043,17,11237,1,11237
3032900044,20,11237,2,11237
3032900044,21,11237,2,11237
3032900045,16,11237,1,11237
3032900045,17,11237,1,11237
3032900045,21,11237,1,11237
3032900050,20,11237,1,11237
3032900052,20,11237,2,11237
3032900052,21,11237,2,11237
3032900054,17,11237,1,11237
3032900054,20,11237,1,11237
3032900054,21,11237,1,11237
3032907501,12,11237,1,11237
3032910004,20,11237,1,11237
3032910006,10,11237,1,11237
3032910006,13,11237,1,11237
3032910007,19,11237,1,11237
3032910010,14,11237,1,11237
3032910018,15,11237,3,11237
3032910018,20,11237,1,11237
3032910021,11,11237,1,11237
3032910021,15,11237,1,11237
3032920012,12,11237,1,11237
3032920014,20,11237,1,11237
3032920015,19,11237,1,11237
3032920018,17,11237,1,11237
3032920020,12,11237,2,11237
3032920021,11,11237,1,11237
3032920021,17,11237,5,11237
3032920021,18,11237,1,11237
3032920021,20,11237,1,11237
3032920022,17,11237,1,11237
3032920029,21,11237,1,11237
3032920038,11,11237,1,11237
3032920039,11,11237,1,11237
3032930001,13,11221,1,11221
3032930001,20,11221,1,11221
3032930010,21,11221,1,11221
3032930016,17,11221,2,11221
3032930020,17,11221,1,11221
3032930064,10,11221,1,11221
3032940009,10,11221,1,11221
3032940010,18,11221,1,11221
3032940011,10,11221,1,11221
3032940011,11,11221,1,11221
3032940011,14,11221,1,11221
3032940011,15,11221,1,11221
3032940011,16,11221,1,11221
3032940011,18,11221,1,11221
3032940011,19,11221,3,11221
3032940013,19,11221,1,11221
3032940015,10,11221,2,11221
3032940015,11,11221,1,11221
3032940016,11,11221,6,11221
3032940016,12,11221,1,11221
3032940016,14,11221,1,11221
3032940035,14,11221,1,11221
3032940054,18,11221,1,11221
3032940066,19,11221,1,11221
3032940066,21,11221,1,11221
3032940067,19,11221,2,11221
3032940068,13,11221,4,11221
3032940069,13,11221,1,11221
3032950001,15,11221,1,11221
3032950006,11,11221,1,11221
3032950006,15,11221,1,11221
3032950006,17,11221,1,11221
3032950007,14,11221,1,11221
3032950007,17,11221,1,11221
3032950008,12,11221,1,11221
3032950011,20,11221,1,11221
3032950013,12,11221,1,11221
3032950017,13,11221,1,11221
3032950019,13,11221,1,11221
3032950019,18,11221,1,11221
3032950020,11,11221,1,11221
3032950028,15,11221,1,11221
3032950035,13,11221,1,11221
3032950036,12,11221,1,11221
3032950037,10,11221,1,11221
3032950037,14,11221,1,11221
3032960024,15,11221,1,11221
3032960037,14,11221,2,11221
3032960038,14,11221,1,11221
3032960043,19,11221,1,11221
3032960055,19,11221,1,11221
3032960066,13,11221,1,11221
3032960066,18,11221,1,11221
3032960067,21,11221,1,11221
3032960080,14,11221,1,11221
3032960104,17,11221,1,11221
3032960105,12,11221,1,11221
3032960108,11,11221,1,11221
3032970001,19,11221,1,11221
3032970034,11,11221,2,11221
3032970036,12,11221,1,11221
3032970036,17,11221,1,11221
3032970036,20,11221,1,11221
3032970036,21,11221,1,11221
3032970037,21,11221,1,11221
3032970038,12,11221,1,11221
3032970038,14,11221,1,11221
3032970038,20,11221,3,11221
3032970038,21,11221,1,11221
3032970039,20,11221,2,11221
3032970045,10,11221,1,11221
3032970051,21,11221,4,11221
3032970053,10,11221,1,11221
3032970053,13,11221,1,11221
3032970053,14,11221,1,11221
3032970053,15,11221,1,11221
3033000011,21,11237,1,11237
3033000015,19,11237,1,11237
3033000017,20,11237,1,11237
3033000022,10,11237,1,11237
3033000024,19,11237,1,11237
3033000025,19,11237,2,11237
3033000026,17,11237,1,11237
3033000026,18,11237,1,11237
3033000026,19,11237,15,11237
3033000026,20,11237,4,11237
3033000027,12,11237,2,11237
3033000027,13,11237,1,11237
3033000028,12,11237,1,11237
3033000028,14,11237,2,11237
3033000028,17,11237,1,11237
3033000028,19,11237,1,11237
3033000028,20,11237,2,11237
3033000030,18,11237,1,11237
3033000033,11,11237,1,11237
3033000034,15,11237,1,11237
3033000035,14,11237,1,11237
3033000035,16,11237,1,11237
3033000037,21,11237,1,11237
3033000041,10,11237,1,11237
3033000044,16,11237,1,11237
3033000045,17,11237,1,11237
3033000045,18,11237,1,11237
3033000049,12,11237,1,11237
3033000054,17,11237,1,11237
3033000056,20,11237,1,11237
3033000056,21,11237,1,11237
3033000057,12,11237,1,11237
3033000057,17,11237,1,11237
3033000058,17,11237,1,11237
3033000058,19,11237,3,11237
3033000058,20,11237,1,11237
3033000058,21,11237,1,11237
3033000063,21,11237,1,11237
3033010002,11,11237,1,11237
3033010004,20,11237,1,11237
3033010007,16,11237,1,11237
3033010008,20,11237,2,11237
3033010009,20,11237,2,11237
3033010010,20,11237,1,11237
3033010011,20,11237,3,11237
3033010012,20,11237,1,11237
3033010014,10,11237,1,11237
3033010014,20,11237,2,11237
3033010014,21,11237,1,11237
3033010017,20,11237,1,11237
3033010017,21,11237,1,11237
3033010018,10,11237,4,11237
3033010018,20,11237,1,11237
3033010018,21,11237,1,11237
3033010022,10,11237,1,11237
3033010022,20,11237,1,11237
3033010024,17,11237,1,11237
3033010025,10,11237,1,11237
3033010026,10,11237,1,11237
3033010026,17,11237,1,11237
3033010026,20,11237,1,11237
3033010028,17,11237,2,11237
3033010028,21,11237,9,11237
3033010029,20,11237,1,11237
3033010029,21,11237,1,11237
3033010044,12,11237,1,11237
3033010045,12,11237,2,11237
3033010056,12,11237,1,11237
3033010060,21,11237,1,11237
3033020033,11,11237,1,11237
3033020035,10,11237,1,11237
3033020035,11,11237,2,11237
3033020037,11,11237,2,11237
3033020037,12,11237,1,11237
3033020047,11,11237,1,11237
3033020050,20,11237,1,11237
3033020051,20,11237,1,11237
3033030001,21,11237,2,11237
3033030012,21,11237,1,11237
3033030013,21,11237,1,11237
3033030030,14,11237,1,11237
3033030032,10,11237,1,11237
3033030032,18,11237,1,11237
3033030034,11,11237,1,11237
3033030113,21,11237,1,11237
3033040008,20,11221,1,11221
3033040013,11,11221,1,11221
3033040022,11,11221,1,11221
3033040124,10,11221,5,11221
3033040124,20,11221,1,11221
3033050016,12,11221,1,11221
3033050033,21,11221,1,11221
3033050034,18,11221,1,11221
3033050041,14,11221,1,11221
3033050044,20,11221,1,11221
3033050045,18,11221,1,11221
3033050045,20,11221,1,11221
3033050046,19,11221,1,11221
3033050066,17,11221,1,11221
3033050074,16,11221,1,11221
3033050170,12,11221,1,11221
3033050178,19,11221,1,11221
3033057501,18,11221,2,11221
3033060003,13,11221,1,11221
3033060024,16,11221,1,11221
3033060028,16,11237,1,11237
3033060053,17,11221,1,11221
3033060054,10,11221,1,11221
3033060054,16,11221,1,11221
3033070001,12,11237,1,11237
3033070001,19,11237,1,11237
3033070003,17,11237,1,11237
3033070004,20,11237,1,11237
3033070053,11,11237,1,11237
3033080016,17,11237,1,11237
3033080022,16,11237,1,11237
3033080023,20,11237,1,11237
3033090005,13,11237,1,11237
3033090006,20,11237,1,11237
3033090011,17,11237,1,11237
3033090016,17,11237,1,11237
3033090017,18,11237,1,11237
3033090030,18,11237,3,11237
3033090030,21,11237,2,11237
3033090031,19,11237,3,11237
3033090031,21,11237,1,11237
3033090037,17,11237,1,11237
3033090037,21,11237,1,11237
3033100002,20,11237,1,11237
3033100003,17,11237,1,11237
3033100009,12,11237,1,11237
3033100009,13,11237,2,11237
3033100009,18,11237,1,11237
3033100009,20,11237,1,11237
3033100014,21,11237,1,11237
3033100037,17,11237,1,11237
3033100038,12,11237,2,11237
3033100038,13,11237,8,11237
3033100038,14,11237,1,11237
3033100039,21,11237,1,11237
3033100040,17,11237,1,11237
3033100040,18,11237,1,11237
3033100041,13,11237,1,11237
3033100043,17,11237,1,11237
3033100045,12,11237,1,11237
3033100046,21,11237,1,11237
3033100047,20,11237,1,11237
3033100048,15,11237,2,11237
3033100048,16,11237,1,11237
3033100048,17,11237,2,11237
3033100048,18,11237,2,11237
3033100049,17,11237,1,11237
3033100050,19,11237,1,11237
3033100051,18,11237,1,11237
3033100053,19,11237,1,11237
3033100053,20,11237,1,11237
3033100054,14,11237,2,11237
3033100054,17,11237,1,11237
3033100054,18,11237,1,11237
3033100054,19,11237,7,11237
3033100055,15,11237,1,11237
3033100056,18,11237,1,11237
3033100057,21,11237,2,11237
3033100060,17,11237,1,11237
3033100060,19,11237,2,11237
3033100060,21,11237,5,11237
3033110003,21,11237,1,11237
3033110006,20,11237,1,11237
3033110014,11,11237,1,11237
3033110022,19,11237,2,11237
3033110022,20,11237,1,11237
3033110035,13,11237,2,11237
3033110035,18,11237,1,11237
3033110035,21,11237,1,11237
3033110038,20,11237,1,11237
3033110040,14,11237,1,11237
3033110040,17,11237,1,11237
3033110040,20,11237,1,11237
3033110041,12,11237,1,11237
3033110046,10,11237,1,11237
3033110046,13,11237,1,11237
3033110046,16,11237,1,11237
3033110046,17,11237,1,11237
3033110046,18,11237,1,11237
3033110046,20,11237,2,11237
3033110047,14,11237,2,11237
3033120001,21,11237,4,11237
3033120014,16,11237,1,11237
3033120016,11,11237,1,11237
3033120024,17,11237,1,11237
3033120025,16,11237,1,11237
3033120040,10,11237,2,11237
3033120040,13,11237,3,11237
3033120040,17,11237,5,11237
3033120040,19,11237,1,11237
3033130005,10,11221,1,11221
3033130005,15,11221,1,11221
3033130006,13,11221,2,11221
3033130006,15,11221,1,11221
3033130006,21,11221,2,11221
3033130009,20,11221,1,11221
3033130020,10,11221,1,11221
3033130023,15,11221,1,11221
3033140049,14,11221,1,11221
3033140056,14,11221,2,11221
3033140056,16,11221,1,11221
3033140057,16,11221,1,11221
3033140057,17,11221,1,11221
3033140058,16,11221,1,11221
3033140060,17,11221,1,11221
3033140076,15,11221,1,11221
3033140076,16,11221,2,11221
3033160020,21,11237,1,11237
3033160040,21,11237,1,11237
3033170001,21,11237,1,11237
3033170013,21,11237,1,11237
3033170019,17,11237,1,11237
3033170019,20,11237,1,11237
3033170024,18,11237,1,11237
3033170025,10,11237,1,11237
3033170025,11,11237,2,11237
3033170025,12,11237,1,11237
3033170025,18,11237,1,11237
3033170029,17,11237,1,11237
3033170036,17,11237,1,11237
3033170036,19,11237,1,11237
3033170036,20,11237,1,11237
3033170036,21,11237,2,11237
3033170037,18,11237,1,11237
3033170037,21,11237,3,11237
3033170038,19,11237,1,11237
3033170039,17,11237,2,11237
3033170040,16,11237,2,11237
3033170040,20,11237,1,11237
3033170042,21,11237,1,11237
3033170043,17,11237,1,11237
3033170044,11,11237,2,11237
3033170045,18,11237,1,11237
3033170045,21,11237,1,11237
3033170124,10,11237,1,11237
3033170124,12,11237,1,11237
3033180011,13,11237,1,11237
3033180011,14,11237,1,11237
3033180011,16,11237,1,11237
3033190001,21,11237,1,11237
3033190005,15,11237,1,11237
3033190006,16,11237,1,11237
3033190007,18,11237,1,11237
3033190008,13,11237,1,11237
3033190010,20,11237,1,11237
3033190011,14,11237,3,11237
3033190011,15,11237,1,11237
3033190011,20,11237,3,11237
3033190011,21,11237,1,11237
3033190012,14,11237,1,11237
3033190012,20,11237,1,11237
3033190012,21,11237,1,11237
3033190014,14,11237,2,11237
3033190014,19,11237,1,11237
3033190021,18,11237,1,11237
3033190021,19,11237,1,11237
3033190022,17,11237,1,11237
3033190023,17,11237,1,11237
3033190024,11,11237,1,11237
3033190025,19,11237,4,11237
3033190025,20,11237,1,11237
3033190040,12,11237,1,11237
3033190040,13,11237,1,11237
3033190040,17,11237,2,11237
3033190040,18,11237,1,11237
3033190040,19,11237,1,11237
3033190045,14,11237,1,11237
3033190047,17,11237,1,11237
3033190048,21,11237,1,11237
3033190049,18,11237,1,11237
3033190049,21,11237,5,11237
3033190050,21,11237,1,11237
3033200001,12,11237,1,11237
3033200012,13,11237,1,11237
3033200013,20,11237,1,11237
3033200016,16,11237,1,11237
3033200016,17,11237,1,11237
3033200018,15,11237,2,11237
3033200018,16,11237,1,11237
3033200018,18,11237,1,11237
3033200019,14,11237,1,11237
3033200019,18,11237,1,11237
3033200022,21,11237,2,11237
3033200028,21,11237,1,11237
3033200031,12,11237,1,11237
3033210001,20,11221,1,11221
3033210009,21,11221,1,11221
3033210018,14,11221,1,11221
3033210018,18,11221,1,11221
3033210026,21,11221,2,11221
3033210040,12,11221,1,11221
3033210040,21,11221,1,11221
3033210043,18,11221,4,11221
3033210047,19,11221,2,11221
3033210048,18,11221,1,11221
3033210050,12,11221,1,11221
3033220014,15,11221,1,11221
3033220024,12,11221,1,11221
3033220025,13,11221,1,11221
3033220028,11,11221,1,11221
3033220028,13,11221,1,11221
3033220035,14,11221,1,11221
3033230011,11,11221,1,11221
3033230011,16,11221,2,11221
3033230011,17,11221,2,11221
3033230011,18,11221,1,11221
3033230011,20,11221,1,11221
3033230014,18,11221,1,11221
3033230014,20,11221,1,11221
3033230017,14,11221,1,11221
3033230017,15,11221,1,11221
3033230017,18,11221,1,11221
3033230017,20,11221,3,11221
3033230020,19,11221,1,11221
3033230030,17,11221,1,11221
3033230033,13,11221,1,11221
3033230037,14,11221,1,11221
3033230038,11,11221,1,11221
3033230058,10,11221,1,11221
3033230058,15,11221,1,11221
3033230060,16,11221,1,11221
3033230060,18,11221,1,11221
3033230062,19,11221,1,11221
3033230062,21,11221,1,11221
3033230064,17,11221,1,11221
3033250001,10,11221,1,11221
3033250001,12,11221,1,11221
3033250001,15,11221,1,11221
3033250001,20,11221,2,11221
3033250001,21,11221,2,11221
3033250001,21,11237,1,11237
3033260004,20,11221,1,11221
3033260006,12,11221,1,11221
3033260008,16,11221,1,11221
3033260009,16,11221,1,11221
3033260011,18,11237,1,11237
3033260013,18,11237,1,11237
3033260015,10,11237,1,11237
3033260015,11,11237,1,11237
3033260017,21,11237,1,11237
3033260018,10,11237,2,11237
3033260019,10,11237,1,11237
3033260021,10,11237,2,11237
3033260021,17,11237,1,11237
3033260022,10,11237,4,11237
3033260022,11,11237,2,11237
3033260022,18,11237,1,11237
3033260025,18,11237,1,11237
3033260031,10,11237,1,11237
3033260031,15,11237,1,11237
3033260035,11,11237,1,11237
