Plate,State,License Type,Summons Number,Issue Date,Violation Time,Violation,Judgment Entry Date,Fine Amount,Penalty Amount,Interest Amount,Reduction Amount,Payment Amount,Amount Due,Precinct,County,Issuing Agency,Violation Status,Summons Image
EKA2254,NY,PAS,8867724381,07/11/2022,11:10P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNTZZM2xPUkUwMFRWRTlQUT09&locationName=_____________________)
8CJB047,CA,PAS,8868677192,07/11/2022,05:03P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rOUVXVE5PZWtVMVRXYzlQUT09&locationName=_____________________)
EKD3853,NY,PAS,8869144161,07/11/2022,11:30A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,018,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rOVVSVEJPUkVVeVRWRTlQUT09&locationName=_____________________)
76BD88,NY,LMB,8870760340,07/11/2022,12:47P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,017,NY,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMUVZekpOUkUwd1RVRTlQUT09&locationName=_____________________)
415702T,NJ,PAS,8870928056,07/11/2022,10:14A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMUVhM2xQUkVFeFRtYzlQUT09&locationName=_____________________)
KWL4116,NY,PAS,8871176881,07/11/2022,08:01A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVSVE5PYW1jMFRWRTlQUT09&locationName=_____________________)
3056942,IN,PAS,8871177046,07/11/2022,09:45A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVSVE5PZWtFd1RtYzlQUT09&locationName=_____________________)
2997240,IN,PAS,8871177071,07/11/2022,09:51A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVSVE5PZWtFelRWRTlQUT09&locationName=_____________________)
76476PC,NY,APP,8871177095,07/11/2022,10:17A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,115,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVSVE5PZWtFMVRsRTlQUT09&locationName=_____________________)
KSB4936,NY,PAS,8871343475,07/11/2022,08:14A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVUVEJOZWxFelRsRTlQUT09&locationName=_____________________)
KRV2858,NY,PAS,8871343487,07/11/2022,08:17A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVUVEJOZWxFMFRuYzlQUT09&locationName=_____________________)
KVT2049,NY,PAS,8871343499,07/11/2022,08:20A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVUVEJOZWxFMVQxRTlQUT09&locationName=_____________________)
JXP7115,PA,PAS,8871343505,07/11/2022,08:25A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVUVEJOZWxWM1RsRTlQUT09&locationName=_____________________)
JES4346,NY,PAS,8871343530,07/11/2022,08:32A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVUVEJOZWxWNlRVRTlQUT09&locationName=_____________________)
DA432654,AR,PAS,8871343591,07/11/2022,08:52A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVUVEJOZWxVMVRWRTlQUT09&locationName=_____________________)
S1216450,GA,PAS,8871343633,07/11/2022,09:14A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVUVEJOZWxsNlRYYzlQUT09&locationName=_____________________)
80562MN,NY,COM,8872097540,07/11/2022,09:45A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,019,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMXFRVFZPZWxVd1RVRTlQUT09&locationName=_____________________)
89910NC,NY,COM,8872097587,07/11/2022,10:22A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,019,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMXFRVFZPZWxVMFRuYzlQUT09&locationName=_____________________)
74334MN,NY,COM,8872682721,07/11/2022,01:20P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMXFXVFJOYW1ONVRWRTlQUT09&locationName=_____________________)
LTV9114,PA,PAS,8849487496,07/11/2022,06:06A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,024,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FOVVVVFJPZWxFMVRtYzlQUT09&locationName=_____________________)
KWG9773,NY,PAS,8873106432,07/11/2022,01:07P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMTZSWGRPYWxGNlRXYzlQUT09&locationName=_____________________)
KVF4860,NY,PAS,8873106511,07/11/2022,01:32P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMTZSWGRPYWxWNFRWRTlQUT09&locationName=_____________________)
AA47149,CT,PAS,8873106535,07/11/2022,01:49P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMTZSWGRPYWxWNlRsRTlQUT09&locationName=_____________________)
H78PXR,NJ,PAS,8873106614,07/11/2022,02:27P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMTZSWGRPYWxsNFRrRTlQUT09&locationName=_____________________)
S1233199,GA,PAS,8873106638,07/11/2022,02:41P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMTZSWGRPYWxsNlQwRTlQUT09&locationName=_____________________)
96413MB,NY,COM,8873106663,07/11/2022,02:54P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMTZSWGRPYWxreVRYYzlQUT09&locationName=_____________________)
JKV3107,NY,PAS,8873106687,07/11/2022,03:04P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMTZSWGRPYWxrMFRuYzlQUT09&locationName=_____________________)
GPN9552,NY,PAS,8874198668,07/11/2022,12:34P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,094,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNUVSVFZQUkZreVQwRTlQUT09&locationName=_____________________)
6W57V7,TN,PAS,8851789216,07/11/2022,06:28A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,032,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMVVZelJQVkVsNFRtYzlQUT09&locationName=_____________________)
KLA4758,NY,PAS,8874836223,07/11/2022,01:24P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,062,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNUVaM3BPYWtsNVRYYzlQUT09&locationName=_____________________)
XLGZ81,NJ,PAS,8875128169,07/11/2022,04:41P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,006,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNVVSWGxQUkVVeVQxRTlQUT09&locationName=_____________________)
L18MCZ,NJ,PAS,8852191318,07/11/2022,07:47A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,078,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMXFSVFZOVkUxNFQwRTlQUT09&locationName=_____________________)
7109173,NY,DLR,8875483164,07/11/2022,07:19A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNVVVVFJOZWtVeVRrRTlQUT09&locationName=_____________________)
Y203011C,NY,OMT,8875483255,07/11/2022,08:23A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNVVVVFJOZWtreFRsRTlQUT09&locationName=_____________________)
46881MM,NY,COM,8875483279,07/11/2022,08:28A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNVVVVFJOZWtrelQxRTlQUT09&locationName=_____________________)
86565MB,NY,COM,8875888954,07/11/2022,10:13A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,019,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNVVaelJQUkdzeFRrRTlQUT09&locationName=_____________________)
X89CZX,NJ,PAS,8875889168,07/11/2022,12:13P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,019,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNVVaelJQVkVVeVQwRTlQUT09&locationName=_____________________)
NZR2913,TX,PAS,8876167857,07/11/2022,07:02A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNXFSVEpPZW1jeFRuYzlQUT09&locationName=_____________________)
FL905M,NJ,PAS,8876167961,07/11/2022,07:43A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNXFSVEpPZW1zeVRWRTlQUT09&locationName=_____________________)
S20RCS,NJ,PAS,8876168072,07/11/2022,08:19A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNXFSVEpQUkVFelRXYzlQUT09&locationName=_____________________)
KVU4022,NY,PAS,8853827245,07/11/2022,10:09A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,108,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMTZaM2xPZWtrd1RsRTlQUT09&locationName=_____________________)
67522MN,NY,COM,8876446450,07/11/2022,05:40P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,013,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNXFVVEJPYWxFeFRVRTlQUT09&locationName=_____________________)
L66MPJ,NJ,PAS,8876739269,07/11/2022,06:03A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNXFZM3BQVkVreVQxRTlQUT09&locationName=_____________________)
T755623C,NY,OMT,8876739282,07/11/2022,06:14A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNXFZM3BQVkVrMFRXYzlQUT09&locationName=_____________________)
KRN2326,NY,PAS,8876739294,07/11/2022,06:16A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,114,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNXFZM3BQVkVrMVRrRTlQUT09&locationName=_____________________)
6XAK208,CA,PAS,8877106347,07/11/2022,01:25P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,070,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNTZSWGRPYWswd1RuYzlQUT09&locationName=_____________________)
UQR655,SC,PAS,8878022457,07/11/2022,06:11A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVRWGxOYWxFeFRuYzlQUT09&locationName=_____________________)
IMFK50,FL,PAS,8878022500,07/11/2022,06:43A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVRWGxOYWxWM1RVRTlQUT09&locationName=_____________________)
5EY2883,MD,PAS,8878022550,07/11/2022,07:01A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVRWGxOYWxVeFRVRTlQUT09&locationName=_____________________)
KNN1108,NY,PAS,8878022561,07/11/2022,07:06A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVRWGxOYWxVeVRWRTlQUT09&locationName=_____________________)
IAMBAJAN,NY,SRF,8878022573,07/11/2022,07:13A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVRWGxOYWxVelRYYzlQUT09&locationName=_____________________)
KNZ3006,NY,PAS,8878022597,07/11/2022,07:23A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVRWGxOYWxVMVRuYzlQUT09&locationName=_____________________)
KNN7891,NY,PAS,8878022615,07/11/2022,07:31A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVRWGxOYWxsNFRsRTlQUT09&locationName=_____________________)
85275A1,TX,PAS,8878022639,07/11/2022,07:46A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVRWGxOYWxsNlQxRTlQUT09&locationName=_____________________)
JKSB74,FL,PAS,8878119040,07/11/2022,06:26A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,042,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVSWGhQVkVFd1RVRTlQUT09&locationName=_____________________)
T799253C,NY,OMT,8878119118,07/11/2022,07:09A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,041,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVSWGhQVkVWNFQwRTlQUT09&locationName=_____________________)
KJM4369,NY,OMS,8878119120,07/11/2022,07:13A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,041,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVSWGhQVkVWNVRVRTlQUT09&locationName=_____________________)
AC79967,CT,PAS,8878119209,07/11/2022,07:56A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,041,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVSWGhQVkVsM1QxRTlQUT09&locationName=_____________________)
HUC9863,NY,PAS,8878119260,07/11/2022,08:27A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,040,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVSWGhQVkVreVRVRTlQUT09&locationName=_____________________)
KSJ1175,NY,PAS,8878119271,07/11/2022,08:29A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,040,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVSWGhQVkVrelRWRTlQUT09&locationName=_____________________)
JEL8636,NY,PAS,8878119283,07/11/2022,08:33A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,041,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVSWGhQVkVrMFRYYzlQUT09&locationName=_____________________)
GCV6164,NY,PAS,8856079770,07/11/2022,06:57A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,111,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNXFRVE5QVkdNelRVRTlQUT09&locationName=_____________________)
95879E8,TX,PAS,8878814921,07/11/2022,07:50A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,034,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVaM2hPUkd0NVRWRTlQUT09&locationName=_____________________)
KRH1746,NY,PAS,8878919159,07/11/2022,04:05P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,109,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVhM2hQVkVVeFQxRTlQUT09&locationName=_____________________)
KTW7897,NY,PAS,8879414860,07/11/2022,10:15A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,077,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVVWGhPUkdjeVRVRTlQUT09&locationName=_____________________)
2BGM72,MA,PAS,8879414896,07/11/2022,10:33A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,077,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVVWGhPUkdjMVRtYzlQUT09&locationName=_____________________)
HYH5120,NY,PAS,8879492925,07/11/2022,07:17A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,006,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVVVFZOYW10NVRsRTlQUT09&locationName=_____________________)
34855ME,NY,COM,8879493255,07/11/2022,02:46P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,006,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVVVFZOZWtreFRsRTlQUT09&locationName=_____________________)
07628CH,MD,PAS,8879493334,07/11/2022,03:28P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,006,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVVVFZOZWsxNlRrRTlQUT09&locationName=_____________________)
T686197C,NY,OMT,8879897380,07/11/2022,10:35A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,033,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVaelZPZWswMFRVRTlQUT09&locationName=_____________________)
448212T,NJ,PAS,8879897408,07/11/2022,10:48A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,033,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVaelZPZWxGM1QwRTlQUT09&locationName=_____________________)
KRR3123,NY,PAS,8879897433,07/11/2022,10:55A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,033,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVaelZPZWxGNlRYYzlQUT09&locationName=_____________________)
768SKR,CT,PAS,8879897482,07/11/2022,11:07A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,033,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVaelZPZWxFMFRXYzlQUT09&locationName=_____________________)
IMGF75,NJ,PAS,8879897512,07/11/2022,11:22A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,033,NY,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVaelZPZWxWNFRXYzlQUT09&locationName=_____________________)
S1222228,PA,PAS,8879897548,07/11/2022,11:30A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,033,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOVVaelZPZWxVd1QwRTlQUT09&locationName=_____________________)
LXX8790,PA,PAS,8880023317,07/11/2022,09:41A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVRWGxOZWsxNFRuYzlQUT09&locationName=_____________________)
LBD4580,PA,PAS,8880023329,07/11/2022,09:44A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVRWGxOZWsxNVQxRTlQUT09&locationName=_____________________)
BC01875,CT,PAS,8880023366,07/11/2022,09:58A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVRWGxOZWsweVRtYzlQUT09&locationName=_____________________)
53347B3,TX,PAS,8880023378,07/11/2022,10:00A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVRWGxOZWswelQwRTlQUT09&locationName=_____________________)
KTC7928,NY,PAS,8880023494,07/11/2022,01:45P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,052,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVRWGxOZWxFMVRrRTlQUT09&locationName=_____________________)
TXA6568,VA,PAS,8880377723,07/11/2022,08:09A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVUVE5PZW1ONVRYYzlQUT09&locationName=_____________________)
LRL2221,PA,PAS,8880377735,07/11/2022,08:13A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVUVE5PZW1ONlRsRTlQUT09&locationName=_____________________)
GTJ6854,NY,PAS,8880378107,07/11/2022,03:19P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,072,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMUVUVE5QUkVWM1RuYzlQUT09&locationName=_____________________)
31616NB,NY,COM,8881360494,07/11/2022,09:50A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,024,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMVVUVEpOUkZFMVRrRTlQUT09&locationName=_____________________)
KNS5737,NY,PAS,8881360512,07/11/2022,10:09A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,024,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMVVUVEpOUkZWNFRXYzlQUT09&locationName=_____________________)
KNA2683,NY,PAS,8881693800,07/11/2022,08:25A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,109,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMVVXVFZOZW1kM1RVRTlQUT09&locationName=_____________________)
65162MM,NY,COM,8881693884,07/11/2022,11:08A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,109,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMVVXVFZOZW1jMFRrRTlQUT09&locationName=_____________________)
